ACARA ID,School Name,Suburb,State,Postcode,Type,Sector,Status,Geolocation,Parent School ID,AGE ID,Latitude,Longitude,StateProvinceID
42098,Lake Macquarie High School,Booragul,NSW,2284,Secondary,Gov,Open,Major Cities,42098,48991,-32.9756,151.614,000008210
42104,Lake Munmorah High School,Lake Munmorah,NSW,2259,Secondary,Gov,Open,Major Cities,42104,56629,-33.1883,151.57489,000008279
42120,Lambton High School,Lambton,NSW,2299,Secondary,Gov,Open,Major Cities,42120,49118,-32.9179,151.722,000008482
42695,Leeton High School,Leeton,NSW,2705,Secondary,Gov,Open,Outer Regional,42695,50557,-34.5468,146.406,000008156
41599,Leumeah High School,Leumeah,NSW,2560,Secondary,Gov,Open,Major Cities,41599,46508,-34.0543,150.847,000008532
43002,Lightning Ridge Central School,Lightning Ridge,NSW,2834,Combined,Gov,Open,Remote,43002,56309,-29.4252,147.979,000002395
52704,Lindfield Learning Village,Lindfield,NSW,2070,Combined,Gov,Open,Major Cities,52704,85782,-33.78950025,151.16112,000004658
42127,Lisarow High School,Lisarow,NSW,2250,Secondary,Gov,Open,Major Cities,42127,54977,-33.3853,151.37,000008544
43099,Lithgow High School,Lithgow,NSW,2790,Secondary,Gov,Open,Inner Regional,43099,50962,-33.4857,150.166,000008125
41560,Liverpool Boys High School,Liverpool,NSW,2170,Secondary,Gov,Open,Major Cities,41560,48535,-33.9172,150.932,000008186
41557,Liverpool Girls High School,Liverpool,NSW,2170,Secondary,Gov,Open,Major Cities,41557,48536,-33.918,150.931,000008176
42595,Lockhart Central School,Lockhart,NSW,2656,Combined,Gov,Open,Outer Regional,42595,50509,-35.2228,146.715,000002418
40753,Longneck Lagoon Environmental Education Centre,Maraylya,NSW,2765,Combined,Gov,Open,Inner Regional,40753,64085,-33.5788,150.894,000005690
42214,Lord Howe Island Central School,Lord Howe Island,NSW,2898,Combined,Gov,Open,Very Remote,42214,51116,-31.5304,159.069,000001921
41166,Lucas Heights Community School,Barden Ridge,NSW,2234,Combined,Gov,Open,Major Cities,41166,54684,-34.0358,151.005,000008271
41587,Lurnea High School,Lurnea,NSW,2170,Secondary,Gov,Open,Major Cities,41587,46509,-33.9417,150.896,000008401
41847,Macarthur Girls High School,Parramatta,NSW,2150,Secondary,Gov,Open,Major Cities,41847,47842,-33.8131,151.012,000008822
42526,Macintyre High School,Inverell,NSW,2360,Secondary,Gov,Open,Outer Regional,42526,46437,-29.7691,151.13,000008490
42379,Macksville High School,Macksville,NSW,2447,Secondary,Gov,Open,Inner Regional,42379,49649,-30.7149,152.917,000008162
42389,Maclean High School,Maclean,NSW,2463,Secondary,Gov,Open,Inner Regional,42389,49726,-29.4664,153.201,000008362
41603,Macquarie Fields High School,Macquarie Fields,NSW,2564,Secondary,Gov,Open,Major Cities,41603,46510,-33.9968,150.885,000008553
42092,Maitland Grossmann High School,East Maitland,NSW,2323,Secondary,Gov,Open,Major Cities,42092,55124,-32.7435,151.592,000008127
42091,Maitland High School,East Maitland,NSW,2323,Secondary,Gov,Open,Major Cities,42091,49191,-32.7474,151.597,000008126
42513,Manilla Central School,Manilla,NSW,2346,Combined,Gov,Open,Outer Regional,42513,49370,-30.7509,150.728,000007305
41181,Marrickville High School,Marrickville,NSW,2204,Secondary,Gov,Open,Major Cities,41181,46394,-33.9058,151.156,000008540
41327,Marsden High School,Meadowbank,NSW,2114,Secondary,Gov,Open,Major Cities,41327,88103,-33.812981,151.092237,000008225
41163,Matraville Sports High School,Chifley,NSW,2036,Secondary,Gov,Open,Major Cities,41163,46423,-33.9647,151.245,000008249
53327,Melonba High School,Melonba,NSW,2765,Secondary,Gov,Open,Major Cities,53327,88927,-33.69971733,150.8019513,000008921
42403,Melville High School,Kempsey,NSW,2440,Secondary,Gov,Open,Inner Regional,42403,49625,-31.0905,152.824,000008566
41185,Menai High School,Menai,NSW,2234,Secondary,Gov,Open,Major Cities,41185,46137,-34.0029,151.024,000008583
43009,Mendooran Central School,Mendooran,NSW,2842,Combined,Gov,Open,Outer Regional,43009,51065,-31.8187,149.122,000002522
43010,Menindee Central School,Menindee,NSW,2879,Combined,Gov,Open,Very Remote,43010,46484,-32.3934,142.413,000002523
42124,Merewether High School,Broadmeadow,NSW,2292,Secondary,Gov,Open,Major Cities,42124,49105,-32.9297,151.735,000008510
41933,Merriwa Central School,Merriwa,NSW,2329,Combined,Gov,Open,Outer Regional,41933,49313,-32.1451,150.353,000002528
41568,Merrylands High School,Merrylands,NSW,2160,Secondary,Gov,Open,Major Cities,41568,48141,-33.8408,150.97,000008227
41584,Miller High School,Miller,NSW,2168,Secondary,Gov,Open,Major Cities,41584,46385,-33.9236,150.881,000008394
41821,Mitchell High School,Blacktown,NSW,2148,Secondary,Gov,Open,Major Cities,41821,47837,-33.7848,150.916,000008403
41832,Model Farms High School,Baulkham Hills,NSW,2153,Secondary,Gov,Open,Major Cities,41832,47859,-33.7694,150.971,000008499
43012,Molong Central School,Molong,NSW,2866,Combined,Gov,Open,Inner Regional,43012,51090,-33.098,148.864,000002590
42910,Monaro High School,Cooma North,NSW,2630,Secondary,Gov,Open,Inner Regional,42910,50431,-36.2167,149.134,000008196
41596,Moorebank High School,Moorebank,NSW,2170,Secondary,Gov,Open,Major Cities,41596,46386,-33.9258,150.959,000008501
41160,Moorefield Girls High School,Kogarah,NSW,2217,Secondary,Gov,Open,Major Cities,41160,48624,-33.9683,151.138,000008241
40437,Moree Secondary College,Moree,NSW,2400,Secondary,Gov,Open,Outer Regional,40437,46407,-29.482,149.84,000008325
42112,Morisset High School,Morisset,NSW,2264,Secondary,Gov,Open,Major Cities,42112,46346,-33.1047,151.487,000008413
42916,Moruya High School,Moruya,NSW,2537,Secondary,Gov,Open,Inner Regional,42916,50060,-35.9202,150.08,000008368
41331,Mosman High School,Mosman,NSW,2088,Secondary,Gov,Open,Major Cities,41331,47689,-33.8297,151.243,000008326
42917,Moss Vale High School,Moss Vale,NSW,2577,Secondary,Gov,Open,Inner Regional,42917,50247,-34.5515,150.385,000008388
41579,Mount Annan High School,Mount Annan,NSW,2567,Secondary,Gov,Open,Major Cities,41579,57057,-34.0574,150.761,000008286
42707,Mount Austin High School,Wagga Wagga,NSW,2650,Secondary,Gov,Open,Inner Regional,42707,46417,-35.1416,147.354,000008407
42132,Mount View High School,Cessnock West,NSW,2325,Secondary,Gov,Open,Major Cities,42132,54958,-32.828,151.333,000008574
43100,Mudgee High School,Mudgee,NSW,2850,Secondary,Gov,Open,Inner Regional,43100,51078,-32.5978,149.584,000008128
41346,Muirfield High School,North Rocks,NSW,2151,Secondary,Gov,Open,Major Cities,41346,47847,-33.7647,151.022,000008498
42382,Mullumbimby High School,Mullumbimby,NSW,2482,Secondary,Gov,Open,Inner Regional,42382,49905,-28.5586,153.495,000008193
42923,Mulwaree High School,Goulburn,NSW,2580,Secondary,Gov,Open,Inner Regional,42923,50263,-34.7282,149.73,000008468
42458,Mungindi Central School,Mungindi,NSW,2406,Combined,Gov,Open,Remote,42458,46408,-28.9802,148.991,000002675
42714,Murray High School,Lavington,NSW,2641,Secondary,Gov,Open,Inner Regional,42714,50449,-36.0352,146.946,000008505
42690,Murrumbidgee Regional High School - Griffith,Griffith,NSW,2680,Secondary,Gov,Open,Outer Regional,42690,46477,-34.292249,146.039628,000008118
42711,Murrumbidgee Regional High School - Wade,Griffith,NSW,2680,Secondary,Gov,Open,Outer Regional,42711,50547,-34.282315,146.070718,000008470
42703,Murrumburrah High School,Harden,NSW,2587,Secondary,Gov,Open,Inner Regional,42703,46418,-34.5592,148.37,000008328
42376,Murwillumbah High School,Murwillumbah,NSW,2484,Secondary,Gov,Open,Inner Regional,42376,49916,-28.33466443,153.3905822,000008129
42093,Muswellbrook High School,Muswellbrook,NSW,2333,Secondary,Gov,Open,Inner Regional,42093,46400,-32.2687,150.898,000008164
42407,Nambucca Heads High School,Nambucca Heads,NSW,2448,Secondary,Gov,Open,Inner Regional,42407,54693,-30.6408,152.985,000008595
42134,Narara Valley High School,Narara,NSW,2250,Secondary,Gov,Open,Major Cities,42134,54694,-33.3984,151.334,000008591
42931,Narooma High School,Narooma,NSW,2546,Secondary,Gov,Open,Outer Regional,42931,46376,-36.2355,150.129,000008536
41348,Narrabeen Sports High School,North Narrabeen,NSW,2101,Secondary,Gov,Open,Major Cities,41348,88746,-33.7009,151.298,000008512
42519,Narrabri High School,Narrabri,NSW,2390,Secondary,Gov,Open,Outer Regional,42519,46409,-30.3355,149.783,000008170
42696,Narrandera High School,Narrandera,NSW,2700,Secondary,Gov,Open,Outer Regional,42696,46479,-34.7442,146.567,000008157
43118,Narromine High School,Narromine,NSW,2821,Secondary,Gov,Open,Outer Regional,43118,51032,-32.2297,148.243,000008462
41816,Nepean Creative and Performing Arts High School,Emu Plains,NSW,2750,Secondary,Gov,Open,Major Cities,41816,50709,-33.7477,150.669,000008383
42123,Newcastle High School,Hamilton,NSW,2303,Secondary,Gov,Open,Major Cities,42123,49142,-32.9317,151.758,000008509
41180,Newtown High School of Performing Arts,Newtown,NSW,2042,Secondary,Gov,Open,Major Cities,41180,46498,-33.8995,151.178,000008530
42268,Nimbin Central School,Nimbin,NSW,2480,Combined,Gov,Open,Inner Regional,42268,54978,-28.5959,153.221,000002751
41325,Normanhurst Boys High School,Normanhurst,NSW,2076,Secondary,Gov,Open,Major Cities,41325,47666,-33.7215,151.101,000008211
41320,North Sydney Boys High School,Crows Nest,NSW,2065,Secondary,Gov,Open,Major Cities,41320,47614,-33.8296,151.207,000008132
41321,North Sydney Girls High School,Crows Nest,NSW,2065,Secondary,Gov,Open,Major Cities,41321,47615,-33.8302,151.203,000008133
41352,Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah,NSW,2093,Secondary,Gov,Open,Major Cities,41352,7692,-33.7964,151.255,000008851
41347,Northern Beaches Secondary College Cromer Campus,Cromer,NSW,2099,Secondary,Gov,Open,Major Cities,41347,7701,-33.7378,151.284,000008511
